Year,Player_ID,X_loc,Y_loc
1997-98,143,0,0
1997-98,143,-136,96
1997-98,143,-70,231
1997-98,143,134,139
1997-98,143,-171,113
1997-98,143,-53,194
1997-98,143,-197,166
1997-98,143,-61,59
1997-98,143,186,38
1997-98,143,3,154
1997-98,143,-175,63
1997-98,143,27,29
1997-98,143,-201,55
1997-98,143,-158,192
1997-98,143,0,36
1997-98,143,-194,87
1997-98,143,-175,81
1997-98,143,214,132
1997-98,143,-145,201
1997-98,143,-205,1
1997-98,143,0,0
1997-98,143,0,0
1997-98,143,14,201
1997-98,143,0,0
1997-98,143,5,257
1997-98,143,0,0
1997-98,143,-184,23
1997-98,143,0,0
1997-98,143,-164,100
1997-98,143,0,0
1997-98,143,-154,121
1997-98,143,-179,164
1997-98,143,102,113
1997-98,143,149,27
1997-98,143,130,68
1997-98,143,-175,8
1997-98,143,-169,14
1997-98,143,1,181
1997-98,143,-154,81
1997-98,143,123,207
1997-98,143,-205,139
1997-98,143,-216,143
1997-98,143,-169,16
1997-98,143,-212,117
1997-98,143,121,74
1997-98,143,138,104
1997-98,143,-57,134
1997-98,143,-229,-10
1997-98,143,0,0
1997-98,143,154,158
1997-98,143,-55,53
1997-98,143,0,0
1997-98,143,-188,53
1997-98,143,0,0
1997-98,143,151,38
1997-98,143,0,0
1997-98,143,0,0
1997-98,143,-233,100
1997-98,143,-85,171
1997-98,143,199,1
1997-98,143,0,0
1997-98,143,0,0
1997-98,143,222,104
1997-98,143,149,141
1997-98,143,3,214
1997-98,143,70,171
1997-98,143,0,0
1997-98,143,0,0
1997-98,143,-160,-16
1997-98,143,-169,55
1997-98,143,-87,173
1997-98,143,0,0
1997-98,143,138,128
1997-98,143,126,121
1997-98,143,136,113
1997-98,143,-229,53
1997-98,143,-169,89
1997-98,143,0,0
1997-98,143,0,0
1997-98,143,-169,184
1997-98,143,0,0
1997-98,143,-166,100
1997-98,143,-106,171
1997-98,143,117,113
1997-98,143,156,-5
1997-98,143,-242,-3
1997-98,143,117,147
1997-98,143,108,136
1997-98,143,108,194
1997-98,143,138,201
1997-98,143,-104,12
1997-98,143,188,111
1997-98,143,8,51
1997-98,143,-89,201
1997-98,143,0,0
1997-98,143,179,113
1997-98,143,171,126
1997-98,143,10,190
1997-98,143,141,196
1997-98,143,128,40
1997-98,143,0,0
1997-98,143,78,201
1997-98,143,188,169
1997-98,143,177,-5
1997-98,143,201,-12
1997-98,143,61,201
1997-98,143,102,-1
1997-98,143,1,0
1997-98,143,-156,113
1997-98,143,-149,166
1997-98,143,-201,63
1997-98,143,-14,48
1997-98,143,169,104
1997-98,143,-209,-10
1997-98,143,-27,216
1997-98,143,-175,179
1997-98,143,-87,237
1997-98,143,-14,248
1997-98,143,192,74
1997-98,143,-111,149
1997-98,143,0,0
1997-98,143,-46,151
1997-98,143,108,154
1997-98,143,188,177
1997-98,143,0,0
1997-98,143,-231,-5
1997-98,143,141,1
1997-98,143,-100,231
1997-98,143,-173,177
1997-98,143,-216,139
1997-98,143,46,21
1997-98,143,-158,132
1997-98,143,-160,106
1997-98,143,-205,85
1997-98,143,-14,244
1997-98,143,134,160
1997-98,143,-158,93
1997-98,143,-74,233
1997-98,143,147,106
1997-98,143,147,106
1997-98,143,0,36
1997-98,143,-81,233
1997-98,143,-192,87
1997-98,143,-233,57
1997-98,143,-1,250
1997-98,143,-106,31
1997-98,143,211,109
1997-98,143,-55,33
1997-98,143,-162,3
1997-98,143,66,212
1997-98,143,-3,220
1997-98,143,70,16
1997-98,143,0,0
1997-98,143,1,192
1997-98,143,108,220
1997-98,143,0,0
1997-98,143,-233,57
1997-98,143,190,12
1997-98,143,0,0
1997-98,143,81,231
1997-98,143,93,175
1997-98,143,-175,81
1997-98,143,-190,8
1997-98,143,166,126
1997-98,143,-89,222
1997-98,143,138,179
1997-98,143,-38,134
1997-98,143,-214,-14
1997-98,143,-98,218
1997-98,143,-134,147
1997-98,143,-83,-3
1997-98,143,-3,246
1997-98,143,188,154
1997-98,143,-38,212
1997-98,143,0,0
1997-98,143,-44,166
1997-98,143,184,83
1997-98,143,-3,192
1997-98,143,0,0
1997-98,143,177,194
1997-98,143,70,0
1997-98,143,-85,21
1997-98,143,154,147
1997-98,143,-214,143
1997-98,143,188,57
1997-98,143,188,1
1997-98,143,0,0
1997-98,143,-14,212
1997-98,143,0,0
1997-98,143,205,31
1997-98,143,229,36
1997-98,143,184,25
1997-98,143,220,117
1997-98,143,0,0
1997-98,143,0,0
1997-98,143,89,145
1997-98,143,0,0
1997-98,143,231,31
1997-98,143,-91,237
1997-98,143,158,192
1997-98,143,-121,220
1997-98,143,1,239
1997-98,143,14,16
1997-98,143,111,227
1997-98,143,-115,104
1997-98,143,-18,248
1997-98,143,138,203
1997-98,143,-233,53
1997-98,143,0,0
1997-98,143,-207,40
1997-98,143,-1,250
1997-98,143,179,10
1997-98,143,156,-1
1997-98,143,72,-1
1997-98,143,1,0
1997-98,143,100,229
1997-98,143,149,3
1997-98,143,-182,70
1997-98,143,23,1
1997-98,143,141,74
1997-98,143,115,109
1997-98,143,-201,16
1997-98,143,-141,166
1997-98,143,132,207
1997-98,143,229,51
1997-98,143,186,405
1997-98,143,0,0
1997-98,143,-149,203
1997-98,143,-177,173
1997-98,143,25,136
1997-98,143,222,89
1997-98,143,128,102
1997-98,143,134,203
1997-98,143,-179,173
1997-98,143,-194,166
1997-98,143,239,-18
1997-98,143,0,0
1997-98,143,-96,246
1997-98,143,-3,70
1997-98,143,-222,-10
1997-98,143,-143,96
1997-98,143,-113,143
1997-98,143,0,0
1997-98,143,-141,214
1997-98,143,0,0
1997-98,143,0,0
1997-98,143,-106,237
1997-98,143,119,46
1997-98,143,143,66
1997-98,143,16,250
1997-98,143,-149,207
1997-98,143,-199,147
1997-98,143,147,134
1997-98,143,-154,203
1997-98,143,-203,145
1997-98,143,-96,231
1997-98,143,-209,63
1997-98,143,138,207
1997-98,143,-235,8
1997-98,143,-25,184
1997-98,143,-199,158
1997-98,143,164,179
1997-98,143,-130,115
1997-98,143,-194,169
1997-98,143,102,156
1997-98,143,-235,55
1997-98,143,0,0
1997-98,143,226,57
1997-98,143,-44,267
1997-98,143,136,66
1997-98,143,-111,111
1997-98,143,-190,169
1997-98,143,0,0
1997-98,143,0,0
1997-98,143,171,5
1997-98,143,130,1
1997-98,143,160,21
1997-98,143,-192,89
1997-98,143,0,0
1997-98,143,199,147
1997-98,143,117,175
1997-98,143,132,162
1997-98,143,209,-18
1997-98,143,0,0
1997-98,143,119,-5
1997-98,143,0,0
1997-98,143,184,-12
1997-98,143,0,0
1997-98,143,100,156
1997-98,143,33,250
1997-98,143,-66,233
1997-98,143,0,0
1997-98,143,-235,-8
1997-98,143,0,0
1997-98,143,96,196
1997-98,143,156,14
1997-98,143,-130,147
1997-98,143,110,51
1997-98,143,-194,-16
1997-98,143,188,160
1997-98,143,229,-29
1997-98,143,38,14
1997-98,143,214,147
1997-98,143,0,0
1997-98,143,166,14
1997-98,143,0,0
1997-98,143,224,-10
1997-98,143,132,141
1997-98,143,226,14
1997-98,143,128,59
1997-98,143,-14,257
1997-98,143,160,184
1997-98,143,-214,117
1997-98,143,-102,171
1997-98,143,5,0
1997-98,143,59,23
1997-98,143,115,169
1997-98,143,-147,201
1997-98,143,89,143
1997-98,143,-179,130
1997-98,143,134,166
1997-98,143,214,1
1997-98,143,181,44
1997-98,143,-149,134
1997-98,143,68,98
1997-98,143,0,0
1997-98,143,-169,100
1997-98,143,91,188
1997-98,143,192,151
1997-98,143,-156,166
1997-98,143,-190,175
1997-98,143,-145,203
1997-98,143,0,0
1997-98,143,0,0
1997-98,143,-136,134
1997-98,143,0,0
1997-98,143,98,224
1997-98,143,-166,96
1997-98,143,0,0
1997-98,143,136,156
1997-98,143,-6,244
1997-98,143,134,132
1997-98,143,33,239
1997-98,143,190,25
1997-98,143,59,250
1997-98,143,29,23
1997-98,143,237,-5
1997-98,143,0,0
1997-98,143,-188,51
1997-98,143,-237,3
1997-98,143,154,154
1997-98,143,-126,134
1997-98,143,-139,136
1997-98,143,0,0
1997-98,143,-194,-8
1997-98,143,-91,229
1997-98,143,63,231
1997-98,143,113,220
1997-98,143,130,106
1997-98,143,-141,132
1997-98,143,-231,102
1997-98,143,0,0
1997-98,143,0,0
1997-98,143,57,244
1997-98,143,-190,124
1997-98,143,-182,186
1997-98,143,-199,59
1997-98,143,188,76
1997-98,143,-207,3
1997-98,143,-207,0
1997-98,143,-81,188
1997-98,143,-70,18
1997-98,143,-177,188
1997-98,143,5,229
1997-98,143,143,12
1997-98,143,0,0
1997-98,143,-87,119
1997-98,143,175,100
1997-98,143,-102,83
1997-98,143,-141,132
1997-98,143,156,36
1997-98,143,93,5
1997-98,143,207,29
1997-98,143,0,0
1997-98,143,203,40
1997-98,143,0,0
1997-98,143,51,31
1997-98,143,160,149
1997-98,143,106,141
1997-98,143,111,59
1997-98,143,23,220
1997-98,143,128,104
1997-98,143,126,117
1997-98,143,0,0
1997-98,143,-169,106
1997-98,143,160,207
1997-98,143,0,0
1997-98,143,-139,126
1997-98,143,-162,18
1997-98,143,-136,70
1997-98,143,0,0
1997-98,143,-169,78
1997-98,143,188,160
1997-98,143,-184,104
1997-98,143,-192,5
1997-98,143,-190,8
1997-98,143,55,214
1997-98,143,-184,0
1997-98,143,188,164
1997-98,143,154,91
1997-98,143,-175,190
1997-98,143,231,21
1997-98,143,184,59
1997-98,143,-231,61
1997-98,143,-25,257
1997-98,143,-25,209
1997-98,143,0,0
1997-98,143,93,224
1997-98,143,115,160
1997-98,143,0,0
1997-98,143,68,184
1997-98,143,8,254
1997-98,143,0,0
1997-98,143,81,181
1997-98,143,-209,134
1997-98,143,126,106
1997-98,143,-166,74
1997-98,143,-141,23
1997-98,143,74,0
1997-98,143,184,81
1997-98,143,-190,106
1997-98,143,-205,145
1997-98,143,177,149
1997-98,143,207,130
1997-98,143,0,0
1997-98,143,181,55
1997-98,143,-160,117
1997-98,143,199,-1
1997-98,143,209,-1
1997-98,143,-46,196
1997-98,143,-227,3
1997-98,143,177,169
1997-98,143,-209,124
1997-98,143,0,0
1997-98,143,-169,205
1997-98,143,-141,218
1997-98,143,0,0
1997-98,143,143,10
1997-98,143,-29,12
1997-98,143,-38,29
1997-98,143,-237,0
1998-99,143,229,-1
1998-99,143,123,156
1998-99,143,-151,188
1998-99,143,-214,130
1998-99,143,-158,164
1998-99,143,0,0
1998-99,143,192,154
1998-99,143,-205,81
1998-99,143,0,0
1998-99,143,121,119
1998-99,143,222,-23
1998-99,143,-48,216
1998-99,143,-12,3
1998-99,143,201,18
1998-99,143,143,36
1998-99,143,-115,235
1998-99,143,-128,175
1998-99,143,205,27
1998-99,143,154,-5
1998-99,143,-173,119
1998-99,143,5,246
1998-99,143,-173,0
1998-99,143,-100,128
1998-99,143,0,0
1998-99,143,-205,66
1998-99,143,-192,194
1998-99,143,-164,201
1998-99,143,149,145
1998-99,143,-186,-1
1998-99,143,130,216
1998-99,143,237,14
1998-99,143,229,25
1998-99,143,222,119
1998-99,143,-235,10
1998-99,143,162,93
1998-99,143,147,156
1998-99,143,-184,171
1998-99,143,184,27
1998-99,143,-199,38
1998-99,143,226,10
1998-99,143,-169,139
1998-99,143,205,143
1998-99,143,0,0
1998-99,143,0,0
1998-99,143,100,10
1998-99,143,231,-8
1998-99,143,123,212
1998-99,143,226,53
1998-99,143,175,3
1998-99,143,226,-8
1998-99,143,239,42
1998-99,143,132,-1
1998-99,143,-177,134
1998-99,143,-143,134
1998-99,143,237,3
1998-99,143,201,3
1998-99,143,0,0
1998-99,143,91,241
1998-99,143,-143,222
1998-99,143,-21,68
1998-99,143,51,78
1998-99,143,-199,68
1998-99,143,42,254
1998-99,143,222,128
1998-99,143,179,78
1998-99,143,-205,151
1998-99,143,158,53
1998-99,143,115,229
1998-99,143,222,-1
1998-99,143,233,18
1998-99,143,10,109
1998-99,143,-199,115
1998-99,143,171,179
1998-99,143,158,74
1998-99,143,-164,194
1998-99,143,143,201
1998-99,143,237,74
1998-99,143,0,0
1998-99,143,-48,242
1998-99,143,-227,3
1998-99,143,14,48
1998-99,143,222,81
1998-99,143,0,0
1998-99,143,93,10
1998-99,143,192,152
1996-97,143,192,134
1996-97,143,194,-7
1996-97,143,112,110
1996-97,143,-170,47
1996-97,143,8,134
1996-97,143,0,0
1996-97,143,138,179
1996-97,143,-177,186
1996-97,143,0,0
1996-97,143,157,108
1996-97,143,-127,97
1996-97,143,-170,34
1996-97,143,207,147
1996-97,143,149,119
1996-97,143,-177,41
1996-97,143,0,0
1996-97,143,-174,62
1996-97,143,155,-14
1996-97,143,164,171
1996-97,143,-168,164
1996-97,143,203,-7
1996-97,143,-118,26
1996-97,143,-14,49
1996-97,143,183,60
1996-97,143,0,0
1996-97,143,-8,240
1996-97,143,19,255
1996-97,143,-129,95
1996-97,143,151,106
1996-97,143,114,216
1996-97,143,86,207
1996-97,143,0,0
1996-97,143,-142,199
1996-97,143,0,0
1996-97,143,120,205
1996-97,143,-144,140
1996-97,143,-164,164
1996-97,143,-135,192
1996-97,143,-81,164
1996-97,143,-101,225
1996-97,143,-144,188
1996-97,143,-62,173
1996-97,143,-55,188
1996-97,143,157,166
1996-97,143,42,17
1996-97,143,6,246
1996-97,143,116,203
1996-97,143,0,0
1996-97,143,170,103
1996-97,143,-114,4
1996-97,143,170,162
1996-97,143,0,0
1996-97,143,0,275
1996-97,143,34,179
1996-97,143,0,0
1996-97,143,-8,41
1996-97,143,203,-16
1996-97,143,157,181
1996-97,143,-1,45
1996-97,143,-127,134
1996-97,143,0,0
1996-97,143,-144,-7
1996-97,143,0,0
1996-97,143,235,-7
1996-97,143,0,0
1996-97,143,162,175
1996-97,143,0,0
1996-97,143,179,0
1996-97,143,97,205
1996-97,143,-237,60
1996-97,143,0,0
1996-97,143,159,119
1996-97,143,0,0
1996-97,143,-198,-14
1996-97,143,-207,56
1996-97,143,68,155
1996-97,143,155,90
1996-97,143,0,0
1996-97,143,198,123
1996-97,143,-190,30
1996-97,143,-5,49
1996-97,143,0,0
1996-97,143,0,0
1996-97,143,144,116
1996-97,143,155,121
1996-97,143,0,0
1996-97,143,-213,101
1996-97,143,170,166
1996-97,143,201,10
1996-97,143,-209,93
1996-97,143,0,0
1996-97,143,179,149
1996-97,143,-200,56
1996-97,143,-157,171
1996-97,143,0,0
1996-97,143,-122,140
1996-97,143,185,134
1996-97,143,112,125
1996-97,143,162,164
1996-97,143,168,158
1996-97,143,-187,140
1996-97,143,112,210
1996-97,143,216,82
1996-97,143,-161,168
1996-97,143,-90,116
1996-97,143,88,205
1996-97,143,0,0
1996-97,143,0,0
1996-97,143,0,0
1996-97,143,166,47
1996-97,143,0,0
1996-97,143,144,90
1996-97,143,170,164
1996-97,143,-179,162
1996-97,143,14,199
1996-97,143,0,0
1996-97,143,138,121
1996-97,143,175,155
1996-97,143,0,0
1996-97,143,-170,194
1996-97,143,172,210
1996-97,143,0,0
1996-97,143,198,129
1996-97,143,0,0
1996-97,143,42,36
1996-97,143,-207,19
1996-97,143,0,0
1996-97,143,0,0
1996-97,143,55,15
1996-97,143,0,0
1996-97,143,-81,181
1996-97,143,75,60
1996-97,143,-86,140
1996-97,143,0,0
1996-97,143,149,138
1996-97,143,194,134
1996-97,143,183,151
1996-97,143,-120,199
1996-97,143,-16,181
1996-97,143,136,192
1996-97,143,0,0
1996-97,143,159,97
1996-97,143,203,136
1996-97,143,140,138
1996-97,143,-42,62
1996-97,143,-192,132
1996-97,143,0,0
1996-97,143,0,0
1996-97,143,60,214
1996-97,143,0,0
1996-97,143,123,190
1996-97,143,0,0
1996-97,143,0,0
1996-97,143,140,186
1996-97,143,-198,121
1996-97,143,-83,207
1996-97,143,-144,112
1996-97,143,-164,162
1996-97,143,84,184
1996-97,143,153,-16
1996-97,143,81,177
1996-97,143,136,30
1996-97,143,201,138
1996-97,143,0,0
1996-97,143,0,0
1996-97,143,229,-2
1996-97,143,146,197
1996-97,143,0,238
1996-97,143,55,32
1996-97,143,-187,151
1996-97,143,0,0
1996-97,143,112,162
1996-97,143,127,192
1996-97,143,-127,201
1996-97,143,49,47
1996-97,143,1,88
1996-97,143,-209,125
1996-97,143,21,168
1996-97,143,-200,47
1996-97,143,0,0
1996-97,143,-116,145
1996-97,143,164,149
1996-97,143,79,140
1996-97,143,0,0
1996-97,143,-213,138
1996-97,143,116,-14
1996-97,143,105,205
1996-97,143,47,220
1996-97,143,172,168
1996-97,143,118,95
1996-97,143,-99,218
1996-97,143,0,0
1996-97,143,0,0
1996-97,143,0,0
1996-97,143,-190,153
1996-97,143,123,75
1996-97,143,233,10
1996-97,143,-233,26
1996-97,143,0,0
1996-97,143,-131,194
1996-97,143,179,-16
1996-97,143,190,145
1996-97,143,0,0
1996-97,143,-107,166
1996-97,143,-183,162
1996-97,143,75,125
1996-97,143,-233,52
1996-97,143,-122,-9
1996-97,143,162,158
1996-97,143,170,160
1996-97,143,0,0
1996-97,143,0,0
1996-97,143,149,136
1996-97,143,0,0
1996-97,143,194,134
1996-97,143,179,93
1996-97,143,114,13
1996-97,143,-79,216
1996-97,143,222,-3
1996-97,143,0,0
1996-97,143,88,121
1996-97,143,0,0
1996-97,143,129,181
1996-97,143,99,201
1996-97,143,172,173
1996-97,143,0,0
1996-97,143,162,173
1996-97,143,0,0
1996-97,143,-196,65
1996-97,143,-226,54
1996-97,143,153,194
1996-97,143,-192,142
1996-97,143,-135,60
1996-97,143,0,0
1996-97,143,166,155
1996-97,143,118,203
1996-97,143,-166,188
1996-97,143,110,203
1996-97,143,-183,149
1996-97,143,-148,179
1996-97,143,-213,-18
1996-97,143,207,-5
1996-97,143,-159,95
1996-97,143,-161,344
1996-97,143,0,0
1996-97,143,0,0
1996-97,143,201,116
1996-97,143,0,0
1996-97,143,175,162
1996-97,143,0,0
1996-97,143,0,0
1996-97,143,15,129
1996-97,143,-14,127
1996-97,143,-181,171
1996-97,143,-166,164
1996-97,143,144,125
1996-97,143,0,0
1996-97,143,127,203
1996-97,143,92,84
1996-97,143,190,108
1996-97,143,53,288
1996-97,143,-25,249
1996-97,143,0,0
1996-97,143,181,132
1996-97,143,-86,114
1996-97,143,-5,771
1996-97,143,0,0
1996-97,143,45,86
1996-97,143,149,17
1996-97,143,-231,88
1996-97,143,-164,175
1996-97,143,0,0
1996-97,143,0,0
1996-97,143,146,181
1996-97,143,0,0
1996-97,143,0,0
1996-97,143,155,17
1996-97,143,-181,97
1996-97,143,0,0
1996-97,143,0,0
1996-97,143,149,192
1996-97,143,-170,147
1996-97,143,0,0
1996-97,143,129,181
1996-97,143,0,0
1996-97,143,-127,-1
1996-97,143,170,155
1996-97,143,166,8
1996-97,143,-127,199
1996-97,143,112,218
1996-97,143,142,179
1996-97,143,0,0
1996-97,143,162,177
1996-97,143,179,155
1996-97,143,88,19
1996-97,143,123,168
1996-97,143,-68,181
1996-97,143,-21,236
1996-97,143,-109,158
1996-97,143,-185,93
1996-97,143,149,136
1996-97,143,-166,123
1996-97,143,118,192
1996-97,143,0,0
1996-97,143,142,173
1996-97,143,-10,84
1996-97,143,-142,43
1996-97,143,0,0
1996-97,143,127,45
1996-97,143,-157,179
1996-97,143,-129,145
1996-97,143,0,0
1996-97,143,172,168
1996-97,143,151,90
1996-97,143,-131,108
1996-97,143,-127,80
1996-97,143,-138,203
1996-97,143,8,231
1996-97,143,-166,205
1996-97,143,101,129
1996-97,143,-77,136
1996-97,143,0,0
1996-97,143,64,123
1996-97,143,6,298
1996-97,143,84,62
1996-97,143,0,0
1996-97,143,118,2
1996-97,143,-148,123
1996-97,143,-159,162
1996-97,143,211,97
1996-97,143,-83,218
1996-97,143,-200,147
1996-97,143,201,112
1996-97,143,0,0
1996-97,143,0,0
1996-97,143,196,140
1996-97,143,0,0
1996-97,143,0,0
1996-97,143,0,0
1996-97,143,179,153
1996-97,143,68,246
1996-97,143,62,175
1996-97,143,-194,145
1996-97,143,194,116
1996-97,143,-164,160
1996-97,143,68,251
1996-97,143,0,0
1996-97,143,211,103
1996-97,143,-133,201
1996-97,143,0,0
1996-97,143,192,142
1996-97,143,194,145
1996-97,143,146,175
1996-97,143,188,21
1996-97,143,168,155
1996-97,143,207,103
1996-97,143,-172,162
1996-97,143,0,0
1996-97,143,168,127
1996-97,143,0,0
1996-97,143,-198,34
1996-97,143,168,158
1996-97,143,-129,197
1996-97,143,0,0
1996-97,143,120,203
1996-97,143,-174,145
1996-97,143,185,145
1996-97,143,159,190
1996-97,143,12,186
1996-97,143,194,123
1996-97,143,-99,207
1996-97,143,0,0
1996-97,143,0,0
1996-97,143,-179,158
1996-97,143,136,192
1996-97,143,0,0
1996-97,143,157,171
1996-97,143,127,140
1996-97,143,168,149
1996-97,143,0,0
1996-97,143,0,56
1996-97,143,36,13
1996-97,143,84,101
1996-97,689,-94,32
1996-97,689,0,0
1996-97,689,-168,0
1996-97,689,-129,21
1996-97,689,-144,106
1996-97,689,127,56
1996-97,689,0,0
1996-97,689,-164,13
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,170,8
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,116,-7
1996-97,689,0,0
1996-97,689,-131,26
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,153,0
1996-97,689,0,0
1996-97,689,-144,15
1996-97,689,153,8
1996-97,689,105,23
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,92,8
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,125,32
1996-97,689,101,30
1996-97,689,55,49
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,-10,54
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,-96,73
1996-97,689,0,0
1996-97,689,136,0
1996-97,689,0,0
1996-97,689,-174,-9
1996-97,689,153,4
1996-97,689,149,0
1996-97,689,0,0
1996-97,689,32,34
1996-97,689,149,4
1996-97,689,90,32
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,68,84
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,155,2
1996-97,689,140,-1
1996-97,689,0,0
1996-97,689,-105,34
1996-97,689,88,52
1996-97,689,0,0
1996-97,689,-146,10
1996-97,689,-140,4
1996-97,689,0,0
1996-97,689,146,15
1996-97,689,0,0
1996-97,689,62,2
1996-97,689,-27,6
1996-97,689,0,0
1996-97,689,-49,32
1996-97,689,-64,36
1996-97,689,0,0
1996-97,689,146,2
1996-97,689,107,52
1996-97,689,68,10
1996-97,689,-125,6
1996-97,689,166,21
1996-97,689,-107,2
1996-97,689,0,0
1996-97,689,-23,30
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,-1,62
1996-97,689,0,0
1996-97,689,6,32
1996-97,689,16,106
1996-97,689,0,0
1996-97,689,136,8
1996-97,689,-92,58
1996-97,689,151,8
1996-97,689,-96,54
1996-97,689,0,0
1996-97,689,-122,34
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,168,0
1996-97,689,-60,78
1996-97,689,-18,32
1996-97,689,53,129
1996-97,689,99,129
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,-20,7
1996-97,689,0,0
1996-97,689,131,10
1996-97,689,136,8
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,-135,108
1996-97,689,-161,97
1996-97,689,-77,17
1996-97,689,55,67
1996-97,689,-10,45
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,0,0
1996-97,689,118,10
1996-97,689,-135,8
1996-97,689,-114,58
